000000 |  24124 39499.3 -3604.04 -12285.2 -876.112 21238.3 14256.7 -43759.7 1357.28 -26095.5 5136.48 -18991.5 |
000001 |  24227.6 33563.2 -3617.93 -11872.9 -826.726 20579.7 12108.6 -37409.1 961.024 -24463.3 4672.56 -17922.8 |
000002 |  23410.9 22581.9 -3859.12 -10867 -701.36 18979.6 8092.84 -25477.3 283.507 -20636.7 3596.81 -15404 |
000003 |  21277 14605.7 -4311.38 -9749.91 -548.008 17223.2 5094.91 -16526.2 -161.871 -16622 2468.48 -12749.9 |
000004 |  19074.7 10688.5 -4734.99 -8916.18 -404.041 15967.8 3514.99 -11866.6 -405.645 -13673.5 1582.19 -10827.2 |
000005 |  17777 9600.59 -5035.85 -8560.82 -281.728 15557 2892.45 -10261.9 -613.988 -12108.7 943.008 -9907.14 |
000006 |  17684.5 10729.1 -5162.32 -8739.95 -175.633 16109.4 2921.34 -10992.2 -935.801 -11865.9 438.748 -10011.3 |
000007 |  18734.6 14456.5 -4904.1 -9430.76 -74.9681 17603.2 3561.96 -14320.8 -1555.96 -12865.8 -60.7186 -11143.2 |
000008 |  20593.8 21821.4 -3841.34 -10509.1 25.7262 19814 4917.27 -21182.6 -2724.81 -15002 -664.489 -13247.9 |
000009 |  22665.3 32532.6 -1814.27 -11676.2 115.212 22161.5 6815.72 -31256.6 -4461 -17804.9 -1391.15 -15886.3 |
000010 |  24431.9 40749.8 -63.8737 -12470.4 162.879 23732.2 8120.17 -38855.8 -5762.25 -20081.7 -2056.9 -17906.1 |
000011 |  25397.6 38409.7 -550.672 -12484.4 142.817 23723 7491.17 -36221.1 -5205.96 -20404.4 -2331.39 -17966.3 |
000012 |  24652.5 28236 -2728.5 -11668.7 67.2726 22055.1 5548.78 -26213.2 -3394.57 -18532.6 -2090.07 -15932 |
000013 |  22300.4 18770 -4572.76 -10398.4 -22.3518 19494.2 3814.41 -17182.3 -1852.98 -15716.4 -1565.28 -13068.5 |
000014 |  19647 13071.7 -5420.83 -9164.76 -95.2176 17015.8 2814 -11940.3 -970.738 -13296.2 -1036.17 -10624.2 |
